key,press_time,release_time,dwell_time,flight_time
s,0.0,63.27,63.27,0.0
e,218.44,326.5,108.05,155.18
c,433.87,540.79,106.92,107.37
u,662.2,761.16,98.96,121.41
r,912.64,983.76,71.12,151.47
e,1094.18,1208.64,114.45,110.43
p,1336.51,1436.2,99.68,127.87
a,1538.61,1612.74,74.14,102.41
s,1765.76,1842.87,77.11,153.02
s,1983.87,2054.44,70.56,141.0
w,2177.74,2302.29,124.55,123.31
o,2371.06,2476.4,105.34,68.77
r,2555.68,2641.81,86.14,79.27
d,2740.33,2841.54,101.21,98.52
1,2933.54,3017.43,83.89,92.0
2,3122.78,3256.95,134.17,105.35
3,3410.38,3504.68,94.3,153.43
