key,press_time,release_time,dwell_time,flight_time
s,0.0,113.77,113.77,0.0
e,222.46,348.85,126.4,108.69
c,418.26,538.07,119.81,69.4
u,608.77,753.65,144.88,70.7
r,848.32,972.65,124.33,94.68
e,1050.73,1197.83,147.11,78.08
p,1285.41,1399.45,114.04,87.58
a,1542.46,1641.23,98.77,143.01
s,1673.92,1791.03,117.1,32.69
s,1939.02,1994.9,55.87,148.0
w,2121.14,2232.44,111.29,126.25
o,2378.02,2451.07,73.05,145.58
r,2540.5,2646.07,105.57,89.43
d,2726.19,2863.04,136.85,80.12
1,2946.79,3103.71,156.92,83.75
2,3243.2,3379.53,136.33,139.49
3,3495.37,3648.13,152.76,115.85
