key,press_time,release_time,dwell_time,flight_time
s,0.0,149.64,149.64,0.0
e,231.73,350.84,119.1,82.09
c,539.19,645.99,106.8,188.36
u,785.08,953.72,168.64,139.09
r,1135.44,1238.11,102.68,181.72
e,1348.44,1445.92,97.49,110.33
p,1637.92,1798.92,161.0,192.0
a,1884.22,2010.15,125.93,85.3
s,2155.17,2252.47,97.3,145.01
s,2349.69,2484.28,134.59,97.22
w,2539.72,2619.58,79.86,55.44
o,2717.19,2917.46,200.27,97.61
r,3031.38,3133.45,102.07,113.92
d,3242.51,3313.25,70.74,109.06
1,3452.59,3568.13,115.54,139.34
2,3764.31,3874.24,109.93,196.19
3,4017.89,4097.91,80.02,143.65
