key,press_time,release_time,dwell_time,flight_time
s,0.0,113.54,113.54,0.0
e,303.03,371.64,68.6,189.49
c,476.95,620.38,143.43,105.32
u,770.4,870.8,100.4,150.02
r,1018.07,1141.13,123.07,147.26
e,1234.59,1350.48,115.88,93.46
p,1485.03,1632.25,147.21,134.55
a,1758.03,1923.96,165.93,125.78
s,1979.35,2097.19,117.84,55.4
s,2229.66,2314.48,84.82,132.47
w,2402.48,2494.04,91.56,88.0
o,2608.38,2752.9,144.52,114.34
r,2860.94,3001.06,140.12,108.03
d,3122.76,3224.82,102.06,121.7
1,3368.41,3524.35,155.94,143.6
2,3682.53,3854.35,171.82,158.18
3,3983.15,4105.67,122.52,128.8
