key,press_time,release_time,dwell_time,flight_time
s,0.0,137.57,137.57,0.0
e,310.24,425.66,115.42,172.67
c,559.56,723.05,163.49,133.9
u,858.25,1060.47,202.22,135.2
r,1260.51,1451.77,191.26,200.04
e,1528.25,1705.09,176.84,76.48
p,1873.27,2014.12,140.85,168.18
a,2202.36,2413.49,211.13,188.24
s,2518.2,2638.56,120.35,104.71
s,2826.07,3023.2,197.13,187.51
w,3097.59,3137.59,40.0,74.39
o,3364.13,3618.06,253.93,226.54
r,3647.98,3740.86,92.88,29.92
d,3856.22,3919.48,63.26,115.36
1,4247.25,4364.38,117.13,327.77
2,4467.57,4675.91,208.34,103.19
3,4807.72,5036.23,228.51,131.81
