key,press_time,release_time,dwell_time,flight_time
s,0.0,69.72,69.72,0.0
e,176.96,255.01,78.05,107.24
c,334.87,400.0,65.13,79.86
u,519.07,652.72,133.65,119.07
r,777.75,867.06,89.31,125.03
e,967.73,1021.99,54.26,100.67
p,1097.99,1211.64,113.65,76.0
a,1294.36,1360.92,66.55,82.72
s,1454.84,1541.98,87.14,93.92
s,1633.25,1702.55,69.3,91.27
w,1782.08,1847.54,65.46,79.53
o,1911.71,1990.31,78.6,64.16
r,2091.99,2204.47,112.48,101.67
d,2315.2,2376.39,61.19,110.73
1,2451.28,2588.73,137.45,74.89
2,2679.22,2719.22,40.0,90.49
3,2810.59,2910.5,99.92,91.37
