key,press_time,release_time,dwell_time,flight_time
s,0.0,97.51,97.51,0.0
e,233.46,345.23,111.77,135.96
c,467.72,600.34,132.62,122.49
u,754.24,855.23,100.98,153.9
r,943.89,1031.79,87.9,88.66
e,1188.19,1286.62,98.43,156.4
p,1450.45,1533.41,82.96,163.83
a,1652.36,1738.89,86.53,118.95
s,1875.64,1972.51,96.87,136.75
s,2110.79,2242.94,132.15,138.28
w,2359.59,2462.85,103.27,116.65
o,2568.57,2711.56,142.98,105.72
r,2851.09,2962.31,111.22,139.54
d,3107.78,3225.3,117.52,145.47
1,3303.84,3447.47,143.62,78.55
2,3649.31,3759.61,110.3,201.84
3,3904.48,4033.12,128.64,144.87
