key,press_time,release_time,dwell_time,flight_time
s,0.0,58.27,58.27,0.0
e,127.39,204.67,77.29,69.12
c,313.36,370.25,56.89,108.68
u,431.82,507.5,75.68,61.57
r,609.06,687.11,78.06,101.56
e,767.54,836.16,68.63,80.42
p,901.56,984.17,82.61,65.4
a,1081.98,1167.84,85.87,97.81
s,1269.97,1336.63,66.66,102.13
s,1411.15,1480.66,69.51,74.52
w,1555.91,1629.36,73.45,75.25
o,1717.54,1769.26,51.72,88.18
r,1853.19,1936.81,83.62,83.94
d,2042.07,2102.96,60.89,105.26
1,2198.24,2279.78,81.54,95.28
2,2373.69,2429.76,56.07,93.9
3,2517.06,2615.79,98.73,87.29
