key,press_time,release_time,dwell_time,flight_time
s,0.0,86.94,86.94,0.0
e,214.07,294.74,80.67,127.12
c,451.5,598.83,147.33,156.76
u,730.29,820.47,90.18,131.46
r,934.49,1034.35,99.86,114.02
e,1204.02,1342.56,138.54,169.68
p,1451.81,1593.18,141.37,109.24
a,1709.35,1831.75,122.39,116.18
s,1975.68,2037.41,61.74,143.93
s,2169.97,2281.33,111.36,132.55
w,2420.63,2540.31,119.68,139.31
o,2648.45,2836.62,188.17,108.14
r,3030.61,3170.76,140.15,194.0
d,3221.07,3340.34,119.27,50.31
1,3415.87,3554.85,138.98,75.53
2,3625.89,3757.61,131.73,71.04
3,3913.73,4055.86,142.13,156.12
