key,press_time,release_time,dwell_time,flight_time
s,0.0,65.37,65.37,0.0
e,305.28,431.28,126.0,239.9
c,581.01,711.77,130.77,149.73
u,864.45,951.16,86.72,152.67
r,1023.45,1100.69,77.25,72.28
e,1218.41,1349.68,131.27,117.72
p,1467.12,1615.15,148.03,117.44
a,1777.26,1882.81,105.55,162.11
s,2109.12,2233.79,124.67,226.31
s,2369.99,2524.66,154.67,136.2
w,2695.69,2818.09,122.4,171.04
o,2982.32,3104.01,121.7,164.23
r,3309.78,3410.18,100.4,205.76
d,3572.13,3648.56,76.42,161.95
1,3788.4,3942.36,153.96,139.84
2,4065.75,4218.24,152.49,123.39
3,4388.0,4535.87,147.86,169.76
