key,press_time,release_time,dwell_time,flight_time
s,0.0,83.27,83.27,0.0
e,183.12,268.52,85.4,99.85
c,348.35,408.18,59.84,79.83
u,478.29,541.38,63.09,70.11
r,616.84,681.91,65.07,75.46
e,769.67,830.34,60.67,87.76
p,879.09,970.23,91.15,48.75
a,1050.31,1109.77,59.46,80.08
s,1190.44,1244.65,54.22,80.67
s,1366.35,1441.81,75.46,121.7
w,1492.08,1580.03,87.94,50.27
o,1634.08,1714.44,80.36,54.05
r,1781.24,1861.16,79.92,66.8
d,1913.3,1983.68,70.38,52.14
1,2044.22,2135.33,91.1,60.55
2,2218.09,2302.76,84.68,82.76
3,2393.37,2492.22,98.85,90.61
