key,press_time,release_time,dwell_time,flight_time
s,0.0,120.58,120.58,0.0
e,243.85,366.04,122.19,123.28
c,525.78,636.02,110.25,159.73
u,812.06,915.05,102.99,176.04
r,1035.19,1158.43,123.24,120.13
e,1261.57,1343.01,81.44,103.14
p,1488.41,1576.89,88.49,145.4
a,1733.65,1850.15,116.5,156.76
s,1961.16,2016.84,55.68,111.01
s,2111.01,2201.07,90.06,94.17
w,2339.21,2481.67,142.46,138.14
o,2610.59,2777.39,166.8,128.92
r,2908.22,3032.62,124.4,130.82
d,3183.77,3286.75,102.97,151.16
1,3379.56,3509.72,130.16,92.81
2,3625.52,3767.24,141.72,115.8
3,3854.33,3952.76,98.43,87.09
