key,press_time,release_time,dwell_time,flight_time
s,0.0,142.11,142.11,0.0
e,270.37,433.07,162.7,128.26
c,545.9,641.0,95.1,112.82
u,741.8,875.98,134.18,100.81
r,973.74,1099.16,125.43,97.76
e,1248.85,1381.5,132.65,149.69
p,1553.93,1705.23,151.3,172.43
a,1872.25,1991.67,119.42,167.02
s,2100.86,2202.84,101.98,109.19
s,2344.72,2460.47,115.74,141.89
w,2599.1,2759.78,160.68,138.64
o,2903.86,3048.04,144.18,144.08
r,3200.2,3288.46,88.26,152.16
d,3440.65,3568.94,128.28,152.19
1,3796.28,3945.1,148.82,227.34
2,4158.76,4278.69,119.93,213.66
3,4476.88,4636.8,159.92,198.18
