key,press_time,release_time,dwell_time,flight_time
s,0.0,135.27,135.27,0.0
e,192.34,289.65,97.3,57.07
c,398.87,495.94,97.07,109.22
u,600.7,681.99,81.28,104.77
r,783.04,857.61,74.56,101.06
e,1012.89,1085.63,72.74,155.28
p,1188.61,1238.28,49.67,102.99
a,1317.43,1424.92,107.49,79.14
s,1495.39,1574.45,79.06,70.47
s,1695.42,1735.42,40.0,120.97
w,1822.82,1899.27,76.45,87.41
o,2016.64,2104.66,88.02,117.36
r,2194.24,2262.9,68.67,89.58
d,2310.76,2388.44,77.69,47.85
1,2495.14,2609.46,114.33,106.7
2,2717.86,2790.11,72.25,108.4
3,2904.56,2982.1,77.53,114.45
