key,press_time,release_time,dwell_time,flight_time
s,0.0,120.42,120.42,0.0
e,310.7,538.82,228.12,190.28
c,679.22,850.29,171.07,140.4
u,1037.01,1288.29,251.28,186.72
r,1381.93,1496.26,114.32,93.65
e,1607.32,1756.62,149.3,111.07
p,1911.27,2144.63,233.36,154.65
a,2246.91,2348.22,101.31,102.28
s,2536.07,2695.38,159.31,187.85
s,2835.79,2970.55,134.76,140.41
w,3161.62,3329.93,168.31,191.08
o,3467.87,3613.33,145.47,137.93
r,3784.26,3970.32,186.07,170.92
d,4098.78,4230.19,131.41,128.46
1,4442.89,4646.62,203.72,212.71
2,4813.65,5000.68,187.03,167.03
3,5160.69,5344.68,184.0,160.01
