key,press_time,release_time,dwell_time,flight_time
s,0.0,123.09,123.09,0.0
e,186.73,531.83,345.1,63.64
c,590.21,708.88,118.67,58.38
u,903.1,1022.38,119.29,194.22
r,1238.89,1394.54,155.65,216.51
e,1493.47,1533.47,40.0,98.93
p,1759.38,1967.78,208.39,225.92
a,2063.35,2170.23,106.88,95.57
s,2292.53,2446.19,153.66,122.3
s,2640.41,2752.01,111.6,194.22
w,2914.74,3076.24,161.51,162.73
o,3206.53,3340.35,133.82,130.28
r,3509.06,3692.15,183.09,168.71
d,3957.97,4042.89,84.92,265.82
1,4129.08,4250.61,121.52,86.19
2,4391.1,4571.2,180.1,140.5
3,4603.7,4793.48,189.77,32.5
