key,press_time,release_time,dwell_time,flight_time
s,0.0,68.88,68.88,0.0
e,157.16,227.55,70.39,88.29
c,322.87,397.21,74.34,95.31
u,453.41,522.68,69.26,56.21
r,610.38,689.12,78.73,87.71
e,791.67,876.0,84.32,102.56
p,958.8,1053.18,94.38,82.8
a,1157.39,1223.22,65.84,104.21
s,1301.67,1384.54,82.88,78.44
s,1485.65,1529.02,43.37,101.1
w,1615.86,1722.56,106.7,86.84
o,1804.64,1871.8,67.16,82.08
r,1957.53,2041.91,84.38,85.73
d,2148.39,2201.51,53.12,106.48
1,2282.35,2363.86,81.52,80.84
2,2459.83,2536.85,77.02,95.96
3,2670.01,2757.1,87.09,133.16
