key,press_time,release_time,dwell_time,flight_time
s,0.0,123.91,123.91,0.0
e,329.89,428.68,98.79,205.99
c,575.27,708.1,132.83,146.59
u,839.05,945.52,106.48,130.95
r,1103.77,1205.17,101.4,158.25
e,1354.45,1467.37,112.92,149.28
p,1560.6,1673.67,113.07,93.23
a,1801.23,1892.89,91.66,127.56
s,2098.4,2244.03,145.63,205.52
s,2386.35,2501.76,115.41,142.32
w,2608.12,2740.69,132.57,106.36
o,2855.73,3032.43,176.7,115.05
r,3214.76,3337.73,122.96,182.33
d,3471.43,3603.19,131.76,133.71
1,3762.5,3909.84,147.34,159.31
2,3998.19,4194.63,196.43,88.35
3,4395.05,4548.13,153.08,200.42
