key,press_time,release_time,dwell_time,flight_time
s,0.0,156.39,156.39,0.0
e,254.46,453.29,198.83,98.07
c,619.64,745.93,126.29,166.35
u,894.65,1119.52,224.88,148.71
r,1270.12,1441.46,171.34,150.6
e,1642.87,1818.66,175.79,201.42
p,1959.93,2138.57,178.63,141.27
a,2335.54,2481.24,145.71,196.97
s,2611.66,2744.97,133.31,130.42
s,2916.73,3052.0,135.27,171.76
w,3114.26,3264.68,150.42,62.27
o,3472.87,3683.41,210.54,208.19
r,3766.89,3880.45,113.56,83.48
d,4036.28,4164.98,128.7,155.83
1,4267.69,4447.34,179.65,102.7
2,4640.98,4856.42,215.44,193.65
3,4970.58,5178.8,208.23,114.16
