key,press_time,release_time,dwell_time,flight_time
s,0.0,121.32,121.32,0.0
e,242.72,383.82,141.1,121.4
c,529.74,584.71,54.97,145.92
u,677.34,833.79,156.45,92.64
r,989.82,1126.38,136.56,156.03
e,1254.07,1372.88,118.81,127.7
p,1538.65,1702.61,163.96,165.77
a,1802.67,1899.95,97.28,100.07
s,2022.12,2129.7,107.58,122.16
s,2257.09,2400.29,143.2,127.39
w,2527.7,2659.78,132.07,127.41
o,2773.08,2908.54,135.46,113.3
r,3112.67,3273.35,160.68,204.14
d,3397.45,3525.1,127.65,124.09
1,3749.52,3920.95,171.43,224.42
2,4076.99,4222.75,145.76,156.04
3,4360.51,4526.99,166.48,137.76
