key,press_time,release_time,dwell_time,flight_time
s,0.0,64.99,64.99,0.0
e,228.86,388.4,159.53,163.87
c,566.42,658.71,92.29,178.03
u,821.07,934.64,113.57,162.36
r,1033.06,1220.79,187.73,98.42
e,1380.41,1569.72,189.32,159.61
p,1793.16,1985.09,191.93,223.43
a,2102.07,2253.94,151.87,116.98
s,2450.96,2569.32,118.36,197.02
s,2735.41,2900.25,164.84,166.09
w,3133.63,3325.84,192.21,233.38
o,3514.46,3646.32,131.86,188.62
r,3812.12,3988.93,176.81,165.8
d,4050.21,4178.8,128.58,61.28
1,4312.38,4498.54,186.17,133.58
2,4758.77,4972.45,213.68,260.23
3,5175.22,5294.01,118.79,202.77
