key,press_time,release_time,dwell_time,flight_time
s,0.0,91.05,91.05,0.0
e,181.23,245.47,64.24,90.18
c,372.78,486.14,113.36,127.31
u,590.99,652.55,61.56,104.84
r,799.18,920.7,121.52,146.63
e,1109.53,1238.14,128.62,188.83
p,1381.54,1521.36,139.82,143.39
a,1712.76,1812.83,100.07,191.41
s,1919.95,2048.21,128.27,107.12
s,2126.11,2251.75,125.65,77.89
w,2393.09,2486.5,93.41,141.34
o,2578.69,2724.19,145.5,92.19
r,2859.57,2969.27,109.7,135.37
d,3081.05,3174.58,93.53,111.78
1,3261.71,3407.46,145.75,87.13
2,3555.6,3696.25,140.65,148.13
3,3833.64,3937.48,103.84,137.39
