key,press_time,release_time,dwell_time,flight_time
s,0.0,117.96,117.96,0.0
e,182.61,238.35,55.74,64.65
c,370.27,466.32,96.05,131.91
u,543.55,610.79,67.24,77.22
r,747.79,839.55,91.76,137.0
e,938.29,1057.17,118.88,98.73
p,1202.29,1276.83,74.54,145.12
a,1370.65,1443.86,73.21,93.82
s,1505.09,1563.55,58.46,61.24
s,1682.63,1745.93,63.3,119.08
w,1879.68,1980.83,101.14,133.75
o,2139.35,2226.08,86.73,158.53
r,2356.54,2442.92,86.38,130.46
d,2571.45,2651.95,80.5,128.52
1,2742.43,2839.88,97.45,90.48
2,2929.84,3020.42,90.57,89.96
3,3143.25,3210.44,67.19,122.84
