key,press_time,release_time,dwell_time,flight_time
s,0.0,98.38,98.38,0.0
e,265.08,404.36,139.28,166.7
c,511.34,640.44,129.1,106.98
u,731.02,837.89,106.87,90.59
r,979.07,1063.96,84.88,141.18
e,1221.24,1379.5,158.26,157.28
p,1577.49,1717.37,139.88,197.99
a,1806.16,1919.25,113.1,88.79
s,2130.91,2272.02,141.11,211.66
s,2416.32,2546.17,129.85,144.3
w,2681.37,2816.33,134.96,135.2
o,2938.17,3074.62,136.45,121.84
r,3186.42,3344.91,158.49,111.79
d,3466.91,3601.89,134.98,122.0
1,3700.61,3836.23,135.62,98.72
2,3947.19,4075.86,128.66,110.96
3,4199.05,4399.26,200.22,123.19
