key,press_time,release_time,dwell_time,flight_time
s,0.0,65.87,65.87,0.0
e,170.03,243.71,73.68,104.16
c,302.47,411.5,109.03,58.76
u,465.93,576.13,110.2,54.43
r,681.96,770.29,88.33,105.83
e,899.84,988.15,88.32,129.54
p,1100.42,1187.27,86.85,112.27
a,1282.09,1337.47,55.38,94.82
s,1401.73,1499.21,97.48,64.26
s,1607.85,1681.09,73.23,108.64
w,1806.14,1886.99,80.86,125.05
o,1958.43,2037.01,78.58,71.44
r,2105.57,2223.73,118.15,68.57
d,2332.47,2423.22,90.75,108.74
1,2502.59,2625.89,123.29,79.38
2,2738.91,2807.46,68.55,113.02
3,2917.4,3014.06,96.66,109.94
