key,press_time,release_time,dwell_time,flight_time
s,0.0,75.27,75.27,0.0
e,149.14,220.43,71.28,73.87
c,293.79,356.09,62.3,73.36
u,431.54,501.04,69.5,75.45
r,575.12,641.88,66.76,74.07
e,715.64,788.81,73.17,73.76
p,881.44,954.37,72.93,92.63
a,1034.8,1085.28,50.47,80.44
s,1161.07,1217.97,56.89,75.8
s,1295.33,1364.58,69.25,77.37
w,1444.18,1515.49,71.3,79.6
o,1606.48,1670.04,63.56,90.99
r,1734.78,1800.43,65.65,64.74
d,1865.32,1905.32,40.0,64.89
1,1980.3,2060.35,80.05,74.99
2,2156.52,2226.94,70.41,96.17
3,2298.29,2365.17,66.88,71.36
