key,press_time,release_time,dwell_time,flight_time
s,0.0,222.3,222.3,0.0
e,379.23,532.54,153.31,156.93
c,667.89,881.32,213.43,135.35
u,1080.31,1264.61,184.31,198.99
r,1463.34,1628.52,165.18,198.73
e,1776.0,1984.6,208.59,147.48
p,2099.23,2328.41,229.18,114.64
a,2580.03,2774.49,194.46,251.61
s,2977.59,3135.92,158.32,203.1
s,3352.65,3510.08,157.43,216.74
w,3714.86,3890.12,175.26,204.78
o,3991.2,4127.24,136.04,101.08
r,4239.63,4430.95,191.32,112.39
d,4648.28,4796.77,148.49,217.33
1,4954.89,5136.21,181.32,158.12
2,5272.79,5507.19,234.4,136.58
3,5777.93,5968.24,190.32,270.74
