key,press_time,release_time,dwell_time,flight_time
s,0.0,167.19,167.19,0.0
e,301.05,515.36,214.3,133.86
c,716.34,911.05,194.71,200.99
u,1128.59,1338.64,210.04,217.54
r,1509.32,1681.41,172.09,170.68
e,1892.06,2136.17,244.12,210.65
p,2341.91,2580.19,238.28,205.74
a,2792.33,2912.42,120.09,212.14
s,3142.51,3190.25,47.74,230.09
s,3424.24,3563.82,139.58,233.99
w,3682.8,3889.32,206.52,118.98
o,4024.04,4231.11,207.07,134.72
r,4333.72,4545.67,211.95,102.61
d,4689.47,4907.91,218.45,143.79
1,5095.34,5332.17,236.83,187.43
2,5507.95,5707.81,199.86,175.78
3,5804.76,6108.78,304.03,96.95
