key,press_time,release_time,dwell_time,flight_time
s,0.0,169.17,169.17,0.0
e,332.41,603.8,271.39,163.24
c,670.94,962.57,291.63,67.15
u,1251.15,1437.97,186.82,288.57
r,1644.93,1845.0,200.07,206.96
e,2061.98,2250.78,188.79,216.98
p,2513.68,2707.04,193.37,262.9
a,2874.54,3043.84,169.3,167.49
s,3241.5,3423.36,181.86,197.67
s,3562.37,3799.68,237.31,139.01
w,3979.52,4223.27,243.75,179.83
o,4381.67,4561.85,180.17,158.4
r,4770.17,5040.79,270.62,208.32
d,5159.36,5323.9,164.53,118.57
1,5491.02,5704.44,213.42,167.13
2,5910.55,6019.43,108.88,206.1
3,6103.04,6211.02,107.98,83.61
