key,press_time,release_time,dwell_time,flight_time
s,0.0,97.55,97.55,0.0
e,208.42,311.45,103.04,110.86
c,395.55,494.59,99.04,84.1
u,577.57,710.7,133.13,82.98
r,785.72,866.04,80.32,75.02
e,1007.73,1078.03,70.31,141.69
p,1190.06,1302.95,112.89,112.03
a,1410.32,1521.84,111.52,107.37
s,1612.74,1697.31,84.57,90.9
s,1781.42,1875.31,93.88,84.11
w,1948.83,2072.23,123.4,73.53
o,2169.16,2246.73,77.57,96.93
r,2331.53,2425.1,93.57,84.8
d,2501.33,2605.93,104.6,76.23
1,2675.84,2789.55,113.71,69.91
2,2860.65,2949.11,88.46,71.1
3,3065.99,3171.52,105.53,116.88
