key,press_time,release_time,dwell_time,flight_time
s,0.0,179.0,179.0,0.0
e,357.66,479.32,121.66,178.67
c,731.31,867.67,136.37,251.99
u,929.54,1033.3,103.77,61.86
r,1112.44,1296.11,183.66,79.14
e,1414.74,1568.6,153.85,118.64
p,1619.21,1803.65,184.44,50.61
a,1954.78,2159.69,204.91,151.13
s,2236.13,2375.65,139.52,76.44
s,2553.2,2791.51,238.31,177.55
w,2846.8,2963.25,116.45,55.29
o,3097.65,3137.65,40.0,134.4
r,3162.65,3205.06,42.41,25.0
d,3362.31,3498.99,136.68,157.25
1,3688.72,3885.47,196.75,189.73
2,4088.44,4225.66,137.22,202.97
3,4342.47,4451.07,108.61,116.81
