key,press_time,release_time,dwell_time,flight_time
s,0.0,149.53,149.53,0.0
e,446.2,630.53,184.33,296.68
c,769.25,851.52,82.27,138.71
u,1064.54,1290.77,226.23,213.02
r,1697.6,1919.0,221.39,406.83
e,2150.31,2363.35,213.04,231.32
p,2552.79,2672.21,119.42,189.44
a,2806.53,2973.57,167.04,134.32
s,3224.21,3506.51,282.29,250.64
s,3647.19,3810.65,163.46,140.69
w,4044.88,4143.39,98.5,234.24
o,4334.11,4477.92,143.8,190.73
r,4652.52,4823.6,171.09,174.6
d,5004.75,5196.59,191.84,181.15
1,5420.67,5715.67,295.0,224.08
2,5819.43,6074.55,255.12,103.76
3,6324.45,6530.05,205.61,249.89
