key,press_time,release_time,dwell_time,flight_time
s,0.0,135.6,135.6,0.0
e,294.19,500.48,206.29,158.58
c,686.43,915.37,228.94,185.95
u,1124.77,1323.24,198.47,209.4
r,1426.15,1624.53,198.38,102.91
e,1728.23,1911.96,183.73,103.71
p,2085.53,2245.54,160.01,173.57
a,2392.11,2581.9,189.79,146.57
s,2730.51,2906.88,176.37,148.61
s,3075.9,3164.98,89.07,169.02
w,3371.71,3496.09,124.38,206.74
o,3649.37,3833.31,183.94,153.28
r,4113.32,4280.71,167.39,280.01
d,4419.17,4529.13,109.95,138.46
1,4661.58,4886.64,225.07,132.45
2,4991.13,5273.17,282.04,104.49
3,5429.52,5680.86,251.33,156.36
