key,press_time,release_time,dwell_time,flight_time
s,0.0,61.63,61.63,0.0
e,177.39,227.64,50.24,115.77
c,299.4,398.94,99.54,71.76
u,465.95,529.8,63.85,67.01
r,623.78,702.8,79.02,93.98
e,783.88,855.06,71.18,81.08
p,968.5,1062.91,94.41,113.45
a,1161.77,1241.63,79.86,98.86
s,1364.62,1451.66,87.04,122.98
s,1557.68,1616.18,58.5,106.02
w,1700.55,1791.88,91.33,84.37
o,1874.87,1933.54,58.67,82.99
r,2032.32,2114.15,81.83,98.79
d,2167.5,2256.56,89.06,53.35
1,2315.73,2430.8,115.06,59.17
2,2533.31,2633.57,100.26,102.51
3,2730.49,2855.7,125.2,96.92
