key,press_time,release_time,dwell_time,flight_time
s,0.0,65.85,65.85,0.0
e,173.26,262.83,89.57,107.4
c,367.41,439.52,72.11,104.58
u,575.24,654.73,79.49,135.71
r,779.69,857.61,77.92,124.97
e,977.86,1059.07,81.21,120.25
p,1161.35,1258.81,97.46,102.28
a,1378.24,1449.91,71.67,119.43
s,1560.82,1621.09,60.27,110.91
s,1738.69,1816.58,77.89,117.6
w,1882.32,1972.3,89.98,65.75
o,2110.49,2195.41,84.91,138.19
r,2273.74,2365.76,92.02,78.34
d,2448.36,2550.78,102.42,82.61
1,2629.28,2769.83,140.55,78.5
2,2876.94,2960.79,83.85,107.11
3,3095.47,3195.65,100.17,134.69
