key,press_time,release_time,dwell_time,flight_time
s,0.0,177.23,177.23,0.0
e,361.99,544.03,182.04,184.76
c,716.15,871.82,155.67,172.12
u,1060.0,1146.88,86.88,188.18
r,1191.03,1362.58,171.54,44.15
e,1492.49,1717.76,225.27,129.91
p,1919.48,2128.4,208.92,201.72
a,2234.6,2385.02,150.43,106.2
s,2574.72,2825.68,250.96,189.7
s,2996.67,3238.94,242.27,170.98
w,3353.72,3530.97,177.25,114.78
o,3745.27,3927.04,181.78,214.3
r,4030.64,4258.1,227.46,103.59
d,4385.11,4526.14,141.04,127.01
1,4612.92,4792.47,179.55,86.78
2,4889.32,5109.7,220.38,96.84
3,5139.84,5371.32,231.47,30.14
