key,press_time,release_time,dwell_time,flight_time
s,0.0,169.88,169.88,0.0
e,356.32,522.69,166.37,186.44
c,714.21,890.04,175.83,191.52
u,1039.86,1232.81,192.96,149.82
r,1423.67,1552.32,128.65,190.86
e,1798.95,1882.81,83.85,246.63
p,2127.5,2269.7,142.21,244.69
a,2481.87,2693.65,211.78,212.17
s,2891.27,3032.95,141.68,197.62
s,3211.17,3404.4,193.23,178.22
w,3566.76,3700.17,133.41,162.36
o,3857.55,4032.79,175.25,157.37
r,4222.84,4324.32,101.48,190.05
d,4494.71,4605.8,111.09,170.39
1,4761.41,4967.77,206.36,155.61
2,5129.73,5312.05,182.32,161.96
3,5454.76,5610.55,155.79,142.71
