key,press_time,release_time,dwell_time,flight_time
s,0.0,64.66,64.66,0.0
e,166.32,249.24,82.92,101.66
c,362.59,461.43,98.84,113.36
u,553.26,642.92,89.65,91.83
r,754.97,846.72,91.74,112.06
e,909.33,1025.69,116.37,62.61
p,1121.49,1198.72,77.23,95.79
a,1298.44,1385.41,86.96,99.72
s,1459.3,1548.91,89.6,73.9
s,1624.51,1719.88,95.38,75.6
w,1790.8,1875.98,85.18,70.92
o,1971.0,2048.75,77.75,95.02
r,2114.51,2182.41,67.9,65.76
d,2266.68,2320.44,53.76,84.26
1,2410.74,2512.73,101.99,90.3
2,2613.09,2699.08,85.99,100.37
3,2778.25,2892.95,114.7,79.17
