key,press_time,release_time,dwell_time,flight_time
s,0.0,243.94,243.94,0.0
e,410.8,609.72,198.92,166.86
c,797.46,1039.57,242.11,187.74
u,1233.79,1484.18,250.39,194.22
r,1733.21,1897.76,164.55,249.03
e,2129.68,2379.16,249.48,231.92
p,2475.77,2745.99,270.22,96.61
a,3013.77,3247.44,233.68,267.77
s,3347.61,3528.98,181.37,100.17
s,3669.36,3901.58,232.22,140.38
w,3984.4,4103.08,118.68,82.82
o,4323.62,4484.63,161.01,220.54
r,4687.61,4882.33,194.72,202.98
d,5041.08,5254.98,213.91,158.75
1,5420.39,5602.59,182.2,165.41
2,5811.6,6073.62,262.03,209.01
3,6212.84,6458.06,245.22,139.22
