key,press_time,release_time,dwell_time,flight_time
s,0.0,54.96,54.96,0.0
e,192.85,314.98,122.14,137.88
c,428.5,535.37,106.87,113.52
u,660.29,807.47,147.18,124.92
r,929.4,1045.35,115.95,121.93
e,1193.98,1299.88,105.91,148.62
p,1475.69,1655.86,180.18,175.81
a,1823.16,1892.63,69.47,167.29
s,2090.93,2220.2,129.27,198.3
s,2369.51,2481.59,112.08,149.31
w,2586.02,2695.6,109.58,104.42
o,2874.31,2984.72,110.41,178.71
r,3143.23,3298.36,155.14,158.51
d,3440.2,3540.23,100.04,141.84
1,3672.92,3822.77,149.86,132.68
2,3996.27,4142.31,146.05,173.5
3,4325.85,4455.58,129.73,183.54
