key,press_time,release_time,dwell_time,flight_time
s,0.0,72.26,72.26,0.0
e,248.28,311.76,63.48,176.02
c,382.68,465.57,82.89,70.92
u,558.98,617.81,58.84,93.41
r,671.85,768.05,96.2,54.04
e,875.15,937.93,62.77,107.1
p,1078.47,1159.89,81.42,140.54
a,1312.81,1394.86,82.05,152.92
s,1533.06,1605.67,72.61,138.19
s,1730.01,1791.43,61.42,124.34
w,1874.7,1981.26,106.56,83.27
o,2057.56,2121.75,64.18,76.31
r,2224.52,2299.59,75.07,102.77
d,2445.45,2488.11,42.66,145.86
1,2591.66,2708.28,116.62,103.55
2,2756.95,2849.01,92.06,48.67
3,2909.35,3000.74,91.39,60.35
