key,press_time,release_time,dwell_time,flight_time
s,0.0,106.14,106.14,0.0
e,189.48,337.88,148.4,83.33
c,492.26,620.58,128.32,154.38
u,747.03,881.44,134.42,126.45
r,1015.11,1129.97,114.86,133.66
e,1248.82,1351.66,102.84,118.85
p,1462.89,1559.58,96.69,111.24
a,1678.26,1761.45,83.19,118.67
s,1878.5,1990.02,111.52,117.05
s,2147.57,2246.57,98.99,157.56
w,2466.58,2610.38,143.81,220.01
o,2738.07,2829.83,91.76,127.69
r,2975.75,3095.44,119.69,145.92
d,3177.53,3257.81,80.28,82.09
1,3405.3,3586.78,181.48,147.49
2,3735.7,3893.04,157.34,148.92
3,4030.88,4177.2,146.32,137.84
