key,press_time,release_time,dwell_time,flight_time
s,0.0,63.99,63.99,0.0
e,137.55,216.39,78.84,73.56
c,325.31,390.95,65.65,108.92
u,463.51,556.73,93.23,72.55
r,641.51,716.83,75.31,84.78
e,814.95,928.93,113.98,98.12
p,1042.52,1135.04,92.51,113.6
a,1218.03,1291.16,73.13,82.99
s,1369.13,1459.82,90.69,77.97
s,1560.77,1600.77,40.0,100.95
w,1710.17,1811.05,100.88,109.4
o,1900.47,1981.56,81.09,89.42
r,2053.36,2134.38,81.02,71.8
d,2248.1,2350.63,102.53,113.73
1,2481.31,2545.67,64.37,130.68
2,2663.41,2737.21,73.8,117.74
3,2885.52,2989.77,104.25,148.31
