key,press_time,release_time,dwell_time,flight_time
s,0.0,112.51,112.51,0.0
e,227.87,319.4,91.53,115.36
c,447.43,572.99,125.56,128.03
u,756.96,859.33,102.37,183.96
r,1013.75,1136.26,122.51,154.42
e,1270.12,1381.63,111.51,133.86
p,1512.34,1659.84,147.51,130.71
a,1816.24,1956.29,140.05,156.39
s,2140.35,2262.81,122.46,184.06
s,2443.53,2580.92,137.39,180.73
w,2715.25,2823.82,108.58,134.33
o,2974.42,3087.21,112.79,150.6
r,3209.09,3283.36,74.27,121.88
d,3401.3,3492.52,91.21,117.94
1,3606.69,3749.48,142.79,114.18
2,3872.19,4043.17,170.98,122.71
3,4194.72,4355.06,160.35,151.55
