key,press_time,release_time,dwell_time,flight_time
s,0.0,67.06,67.06,0.0
e,172.76,239.22,66.46,105.7
c,362.06,442.02,79.96,122.84
u,567.27,626.89,59.62,125.25
r,720.89,777.28,56.39,94.0
e,875.08,943.52,68.44,97.8
p,1032.98,1142.93,109.95,89.46
a,1249.13,1303.21,54.08,106.21
s,1367.61,1453.43,85.82,64.4
s,1535.68,1633.54,97.86,82.25
w,1744.45,1818.87,74.41,110.91
o,1916.35,1983.28,66.93,97.48
r,2062.52,2140.86,78.35,79.23
d,2224.08,2272.63,48.55,83.22
1,2351.95,2436.12,84.17,79.32
2,2521.08,2612.71,91.63,84.96
3,2695.15,2792.57,97.42,82.44
