key,press_time,release_time,dwell_time,flight_time
s,0.0,230.56,230.56,0.0
e,319.32,548.22,228.91,88.75
c,776.43,951.25,174.82,228.21
u,1178.4,1416.72,238.32,227.15
r,1618.73,1759.65,140.92,202.02
e,1958.06,2156.24,198.18,198.41
p,2216.39,2471.48,255.09,60.16
a,2705.35,2935.12,229.78,233.86
s,3112.34,3313.68,201.34,177.21
s,3444.07,3648.3,204.23,130.39
w,3829.46,4020.8,191.34,181.16
o,4228.27,4419.93,191.66,207.47
r,4606.46,4762.54,156.08,186.53
d,4946.67,5151.13,204.46,184.12
1,5357.35,5623.21,265.87,206.22
2,5765.58,5984.88,219.29,142.37
3,6086.56,6337.76,251.2,101.68
