key,press_time,release_time,dwell_time,flight_time
s,0.0,126.34,126.34,0.0
e,212.28,334.78,122.49,85.94
c,503.49,650.34,146.85,168.71
u,717.54,827.26,109.72,67.2
r,961.66,1029.08,67.42,134.4
e,1135.97,1243.41,107.45,106.89
p,1410.09,1500.58,90.49,166.67
a,1645.7,1767.86,122.16,145.12
s,1859.75,1963.82,104.08,91.89
s,2062.52,2153.37,90.85,98.7
w,2278.75,2351.96,73.21,125.38
o,2443.75,2572.64,128.9,91.79
r,2701.16,2828.56,127.41,128.52
d,2978.02,3091.07,113.06,149.46
1,3266.67,3367.02,100.36,175.6
2,3509.29,3592.51,83.22,142.27
3,3735.89,3820.52,84.63,143.37
