key,press_time,release_time,dwell_time,flight_time
s,0.0,102.94,102.94,0.0
e,228.1,356.7,128.59,125.16
c,490.26,630.23,139.97,133.57
u,776.26,844.43,68.17,146.02
r,1023.77,1166.82,143.05,179.34
e,1307.19,1434.25,127.06,140.37
p,1588.56,1748.75,160.2,154.3
a,1943.31,2049.76,106.45,194.56
s,2178.73,2329.99,151.26,128.97
s,2461.29,2601.25,139.96,131.3
w,2752.86,2888.47,135.6,151.61
o,3057.53,3192.4,134.87,169.06
r,3450.7,3602.88,152.18,258.3
d,3728.97,3816.49,87.52,126.1
1,3923.34,4136.75,213.41,106.85
2,4285.42,4448.54,163.12,148.67
3,4596.54,4750.85,154.32,147.99
