key,press_time,release_time,dwell_time,flight_time
s,0.0,105.95,105.95,0.0
e,225.46,323.0,97.55,119.51
c,392.23,501.81,109.58,69.23
u,659.86,782.01,122.15,158.05
r,916.29,1044.69,128.4,134.28
e,1176.25,1279.11,102.86,131.56
p,1431.19,1614.26,183.07,152.08
a,1782.86,1906.14,123.28,168.6
s,1992.59,2099.73,107.13,86.46
s,2182.54,2272.31,89.77,82.81
w,2416.72,2567.65,150.93,144.41
o,2770.31,2897.89,127.58,202.66
r,2979.15,3091.18,112.03,81.26
d,3255.02,3349.2,94.18,163.84
1,3491.0,3691.3,200.29,141.81
2,3892.97,4040.98,148.01,201.67
3,4147.5,4243.74,96.24,106.52
