key,press_time,release_time,dwell_time,flight_time
s,0.0,76.91,76.91,0.0
e,185.21,289.75,104.54,108.3
c,402.75,510.07,107.32,113.0
u,668.57,824.46,155.88,158.5
r,999.15,1089.37,90.22,174.69
e,1219.37,1298.21,78.85,130.0
p,1477.19,1647.74,170.55,178.98
a,1774.16,1863.57,89.41,126.42
s,1967.91,2078.77,110.86,104.34
s,2163.51,2278.92,115.41,84.74
w,2398.5,2498.97,100.47,119.58
o,2655.64,2767.64,112.0,156.67
r,2917.37,3003.89,86.51,149.73
d,3129.96,3242.94,112.98,126.08
1,3392.81,3553.58,160.77,149.87
2,3670.61,3798.12,127.5,117.03
3,3920.35,4021.82,101.47,122.24
