key,press_time,release_time,dwell_time,flight_time
s,0.0,69.94,69.94,0.0
e,163.64,228.39,64.75,93.7
c,301.12,392.09,90.97,72.73
u,426.05,498.96,72.91,33.96
r,566.6,643.73,77.13,67.64
e,706.01,775.19,69.18,62.28
p,870.21,970.35,100.14,95.02
a,1038.16,1118.83,80.67,67.8
s,1202.9,1265.0,62.11,84.07
s,1312.6,1368.84,56.24,47.6
w,1459.87,1546.94,87.07,91.02
o,1632.55,1692.17,59.62,85.61
r,1799.35,1873.35,74.0,107.18
d,1937.99,2005.14,67.15,64.65
1,2083.7,2181.49,97.79,78.56
2,2249.59,2344.31,94.72,68.1
3,2399.77,2477.37,77.59,55.47
