key,press_time,release_time,dwell_time,flight_time
s,0.0,169.61,169.61,0.0
e,328.36,451.02,122.66,158.76
c,566.75,633.66,66.91,115.73
u,820.53,932.89,112.36,186.87
r,1114.05,1272.83,158.77,181.16
e,1371.7,1468.38,96.68,98.87
p,1639.41,1818.81,179.4,171.03
a,1973.94,2076.36,102.42,155.13
s,2153.39,2249.83,96.44,77.03
s,2397.86,2522.97,125.11,148.03
w,2722.65,2846.65,124.0,199.68
o,2947.71,3075.04,127.33,101.05
r,3215.85,3367.06,151.21,140.81
d,3491.74,3589.12,97.39,124.68
1,3763.21,3904.85,141.64,174.09
2,4021.93,4173.16,151.24,117.07
3,4358.43,4508.62,150.19,185.27
