key,press_time,release_time,dwell_time,flight_time
s,0.0,80.14,80.14,0.0
e,177.43,264.79,87.36,97.29
c,353.65,472.81,119.17,88.85
u,544.94,634.48,89.54,72.13
r,736.05,837.71,101.66,101.57
e,946.09,996.46,50.37,108.38
p,1140.41,1257.0,116.59,143.94
a,1368.83,1460.51,91.68,111.83
s,1576.07,1644.56,68.5,115.55
s,1819.02,1907.81,88.79,174.46
w,1989.37,2110.45,121.08,81.56
o,2203.96,2299.02,95.06,93.51
r,2367.27,2472.68,105.41,68.26
d,2563.88,2631.59,67.7,91.2
1,2751.39,2873.37,121.98,119.8
2,2979.42,3093.83,114.41,106.05
3,3158.85,3275.43,116.58,65.02
