key,press_time,release_time,dwell_time,flight_time
s,0.0,94.49,94.49,0.0
e,137.01,193.76,56.75,42.52
c,262.78,330.46,67.68,69.02
u,403.58,501.15,97.57,73.12
r,570.34,652.32,81.97,69.19
e,741.12,814.99,73.86,88.81
p,884.22,967.31,83.09,69.23
a,1018.6,1071.92,53.32,51.28
s,1129.25,1208.61,79.36,57.33
s,1260.69,1314.12,53.43,52.08
w,1378.45,1460.01,81.56,64.33
o,1518.66,1593.08,74.42,58.65
r,1660.39,1728.79,68.4,67.31
d,1799.48,1863.15,63.67,70.68
1,1953.67,2061.79,108.12,90.52
2,2110.62,2213.23,102.62,48.82
3,2311.67,2427.07,115.4,98.44
