key,press_time,release_time,dwell_time,flight_time
s,0.0,130.05,130.05,0.0
e,265.21,418.39,153.19,135.16
c,514.46,641.75,127.29,96.07
u,786.52,892.05,105.53,144.77
r,1033.72,1131.19,97.47,141.67
e,1276.09,1386.33,110.23,144.91
p,1449.98,1541.38,91.4,63.65
a,1647.65,1762.62,114.98,106.27
s,1982.55,2107.64,125.09,219.92
s,2234.91,2274.91,40.0,127.28
w,2426.18,2500.64,74.46,151.27
o,2664.5,2738.9,74.39,163.87
r,2816.52,2969.01,152.49,77.62
d,3147.13,3256.43,109.3,178.12
1,3392.97,3516.19,123.22,136.54
2,3652.87,3765.58,112.71,136.67
3,3891.57,4031.93,140.37,125.99
