key,press_time,release_time,dwell_time,flight_time
s,0.0,51.53,51.53,0.0
e,127.05,231.95,104.9,75.52
c,343.09,420.79,77.7,111.14
u,535.15,618.71,83.56,114.37
r,742.65,848.27,105.62,123.94
e,961.94,1042.1,80.16,113.67
p,1147.7,1225.43,77.73,105.6
a,1325.5,1396.66,71.16,100.07
s,1487.23,1568.84,81.61,90.57
s,1673.07,1746.86,73.79,104.23
w,1823.54,1865.03,41.49,76.68
o,1927.48,1998.51,71.03,62.46
r,2092.46,2186.93,94.47,93.94
d,2286.92,2350.77,63.85,100.0
1,2456.57,2558.67,102.1,105.79
2,2603.35,2702.8,99.46,44.68
3,2822.82,2915.68,92.86,120.02
