key,press_time,release_time,dwell_time,flight_time
s,0.0,246.88,246.88,0.0
e,493.56,618.39,124.82,246.68
c,779.0,907.52,128.52,160.62
u,1139.08,1356.4,217.32,231.56
r,1712.21,1943.93,231.72,355.81
e,2196.03,2481.0,284.98,252.09
p,2813.65,2946.74,133.1,332.65
a,3040.82,3317.2,276.38,94.07
s,3618.86,3832.04,213.18,301.66
s,4046.98,4139.59,92.61,214.94
w,4348.05,4563.37,215.32,208.46
o,4776.24,5039.83,263.59,212.87
r,5297.9,5493.45,195.55,258.07
d,5831.15,6038.07,206.92,337.7
1,6218.08,6520.38,302.3,180.01
2,6765.6,7071.25,305.65,245.22
3,7406.65,7566.38,159.73,335.39
