key,press_time,release_time,dwell_time,flight_time
s,0.0,104.13,104.13,0.0
e,226.27,294.45,68.18,122.14
c,391.11,470.2,79.09,96.66
u,567.97,667.64,99.67,97.77
r,754.97,886.78,131.81,87.34
e,999.22,1120.37,121.15,112.44
p,1202.05,1299.55,97.5,81.68
a,1377.03,1480.56,103.53,77.49
s,1560.61,1626.85,66.24,80.05
s,1750.7,1829.03,78.34,123.85
w,1990.5,2091.0,100.5,161.47
o,2222.75,2298.82,76.07,131.75
r,2405.64,2511.73,106.09,106.83
d,2602.97,2687.48,84.51,91.24
1,2784.6,2915.08,130.49,97.12
2,3051.15,3173.97,122.82,136.07
3,3242.93,3338.64,95.72,68.95
