key,press_time,release_time,dwell_time,flight_time
s,0.0,121.26,121.26,0.0
e,365.96,544.69,178.72,244.71
c,747.04,900.02,152.98,202.35
u,1096.5,1328.05,231.55,196.48
r,1447.9,1662.74,214.84,119.84
e,1799.87,1960.37,160.51,137.13
p,2176.24,2366.28,190.03,215.87
a,2486.08,2618.18,132.1,119.8
s,2839.0,2924.98,85.99,220.82
s,3057.95,3219.69,161.74,132.96
w,3386.26,3578.06,191.79,166.58
o,3764.84,3868.19,103.35,186.78
r,4041.48,4222.94,181.46,173.29
d,4395.13,4599.86,204.73,172.19
1,4704.26,4886.91,182.65,104.4
2,5095.67,5311.8,216.13,208.76
3,5390.27,5585.14,194.87,78.47
