key,press_time,release_time,dwell_time,flight_time
s,0.0,76.12,76.12,0.0
e,196.64,236.64,40.0,120.51
c,383.52,452.47,68.95,146.88
u,525.56,610.25,84.68,73.09
r,719.2,778.78,59.58,108.95
e,871.92,947.22,75.3,93.14
p,1074.97,1170.94,95.97,127.75
a,1262.12,1342.09,79.98,91.18
s,1503.24,1556.9,53.66,161.15
s,1708.79,1790.0,81.22,151.89
w,1884.02,1990.62,106.6,94.01
o,2078.46,2173.29,94.83,87.85
r,2295.53,2380.29,84.75,122.24
d,2519.73,2613.1,93.37,139.45
1,2697.55,2832.75,135.2,84.45
2,2952.11,3060.56,108.45,119.35
3,3139.31,3235.52,96.21,78.75
