key,press_time,release_time,dwell_time,flight_time
s,0.0,69.43,69.43,0.0
e,126.93,189.52,62.58,57.5
c,265.61,323.43,57.82,76.1
u,379.1,460.95,81.85,55.66
r,553.99,620.5,66.51,93.04
e,724.32,796.15,71.83,103.82
p,846.26,916.61,70.34,50.11
a,1000.39,1067.88,67.48,83.79
s,1153.15,1202.07,48.92,85.27
s,1289.67,1361.63,71.96,87.6
w,1417.21,1488.82,71.61,55.58
o,1585.45,1674.26,88.81,96.63
r,1757.35,1822.14,64.79,83.09
d,1905.37,1962.27,56.9,83.23
1,2050.6,2160.43,109.83,88.33
2,2246.84,2331.88,85.04,86.41
3,2424.79,2492.24,67.45,92.91
