key,press_time,release_time,dwell_time,flight_time
s,0.0,112.93,112.93,0.0
e,275.73,473.73,198.0,162.8
c,643.25,843.64,200.39,169.52
u,968.03,1222.07,254.04,124.39
r,1421.05,1585.28,164.24,198.97
e,1752.42,1922.22,169.81,167.13
p,2134.54,2317.44,182.9,212.32
a,2494.64,2614.88,120.23,177.21
s,2754.12,2877.7,123.58,139.24
s,3030.05,3182.01,151.96,152.36
w,3337.04,3500.82,163.78,155.02
o,3584.2,3728.68,144.47,83.38
r,3869.97,4028.31,158.33,141.3
d,4285.23,4479.11,193.88,256.93
1,4611.67,4851.7,240.03,132.56
2,5026.45,5230.86,204.42,174.74
3,5368.98,5534.53,165.55,138.12
