key,press_time,release_time,dwell_time,flight_time
s,0.0,88.47,88.47,0.0
e,231.81,364.09,132.28,143.34
c,490.67,598.61,107.95,126.57
u,758.61,914.84,156.22,160.0
r,1068.17,1240.22,172.05,153.33
e,1375.1,1503.29,128.19,134.88
p,1669.66,1799.2,129.54,166.37
a,1906.04,2015.12,109.08,106.84
s,2142.99,2273.6,130.61,127.87
s,2383.51,2481.95,98.44,109.91
w,2586.04,2733.83,147.8,104.08
o,2906.0,3021.1,115.11,172.16
r,3137.25,3275.86,138.61,116.15
d,3385.21,3448.48,63.27,109.35
1,3616.39,3768.72,152.33,167.91
2,3921.31,4070.72,149.4,152.6
3,4256.58,4372.08,115.5,185.86
