key,press_time,release_time,dwell_time,flight_time
s,0.0,64.69,64.69,0.0
e,127.97,184.78,56.81,63.27
c,245.5,323.9,78.41,60.72
u,393.22,450.9,57.68,69.32
r,521.43,567.45,46.02,70.53
e,650.02,713.82,63.8,82.57
p,784.17,856.4,72.23,70.36
a,929.52,971.95,42.43,73.12
s,1046.36,1086.36,40.0,74.41
s,1188.25,1237.97,49.72,101.89
w,1306.28,1379.57,73.29,68.31
o,1450.79,1527.14,76.35,71.22
r,1576.64,1631.29,54.65,49.49
d,1715.71,1764.99,49.29,84.42
1,1847.85,1937.76,89.91,82.86
2,2027.74,2095.07,67.33,89.98
3,2163.86,2272.59,108.73,68.79
